"album_code";"album_id";"album";"track_id";"main_track_id";"parent_track_id";"work_id";"titre";"version";"type";"composer_actuel";"composer_attendu";"artist_distinct";"ayants_droit_structurés";"anomalies";"statut"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"68410256342d5d6dbac203e245e689a9";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem SH 101 B";"Stem SH 101 B";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"2b7e30da6e3c9836cc05da209b6722b5";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem Stab Dro";"Stem Stab Dro";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"18cd536c6cca4dc070328c0f0a7c696b";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem Synth";"Stem Synth";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b5447d5157ec53bb6f281fa3bea4d3ff";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem Volca KE";"Stem Volca KE";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"71ae639cd58cc7ab3635cb73acbd5895";"";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"e8f228760f6c02f9131c5d8b5e74395c";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"82d5250ae1dd3fb55bcda4cda215fc57";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"bb4c995a72c12c8e65668066aef9f654";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt Stem Arpeg SH101";"Stem Arpeg SH101";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"e6641f50509585ce3926f547c3676fff";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt Stem Bass Loop Snar";"Stem Bass Loop Snar";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"28cc77bf95ec0d358499adadad5c2b74";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt Stem Bass SH101 Loo";"Stem Bass SH101 Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"9efd4c91de37b59a32354e983c871437";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt Stem Kick HH BA";"Stem Kick HH BA";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"37592651b2e49aae091ce1d36c888103";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt Stem Main Drum";"Stem Main Drum";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"eeccfc6024d48de3c5b0dff8cd1fa928";"71ae639cd58cc7ab3635cb73acbd5895";"";"71ae639cd58cc7ab3635cb73acbd5895";"Der Kontakt Stem Volca Key";"Stem Volca Key";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"71a5aa303caccf955685b6c50730ef1f";"";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"fcda2fc6f0e12bf6987cdca310fdaaf3";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"69fbb6bf9f18f3ddfffcfd8b9f48d0c6";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"6a667d4a1300d69c4951474f2b8a92cf";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem Arpeg Juno 1";"Stem Arpeg Juno 1";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"dd6cf2932db217cf6b000d8ff1f719b7";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem CR78 Loop Left";"Stem CR78 Loop Left";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"0df086470866a814a6eb076f13681c54";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem CR78 Loop Right";"Stem CR78 Loop Right";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"1e516b51db55ff5f30311e0ba134f218";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem Drone Left";"Stem Drone Left";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"65410088bb5be88f88f6c47ec57c7740";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem Drone Left Right";"Stem Drone Right";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"6ff7b32bc72221abaf5d36457888fd9b";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem Noise Loop MS20";"Stem Noise Loop MS20";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"56e4df3cf502d6a1d575d9047a4d7adb";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem Reverb";"Stem Reverb";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"c6dba221552208d1e5aad37350dcb1bd";"71a5aa303caccf955685b6c50730ef1f";"";"71a5aa303caccf955685b6c50730ef1f";"Black Radiant Cult Stem Volca Lead";"Stem Volca Lead";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"abec363fcedca644cacf4c0183c8fad5";"";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"Fabien GIRARD · Xavier Sibre";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"8b6260cc065085e4a2dfaf31e425c6f8";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding 30 sec";"30 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"04ddea93f57e6cfefe1082ccf13e5847";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding 60 sec";"60 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"05a8de8aaa710b7c12128f6ce3b0767b";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding Stem Bass";"Stem Bass";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"70d864d0f9268e48a6880162e35216b4";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding Stem Drums";"Stem Drums";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"53a91a316051904cbe7610c1c141c4c4";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding Stem Guitar Keys";"Stem Guitar Keys";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"7495dc88076cd0fd76adc509fc391878";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding Stem Horns";"Stem Horns";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"375a7f29af7df7fb0ef8c5f6c87e899a";"abec363fcedca644cacf4c0183c8fad5";"";"abec363fcedca644cacf4c0183c8fad5";"An Afrobeat Wedding Stem Percussions";"Stem Percussions";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"2f9a6d0dc211ad056b2f9060eabc464f";"";"";"2f9a6d0dc211ad056b2f9060eabc464f";"An Afrobeat Wedding Underscore Drums Perc Bass";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"255ad0a8c8ba1e63b043fe5e89aaf51f";"";"";"255ad0a8c8ba1e63b043fe5e89aaf51f";"An Afrobeat Wedding Underscore No Melody Drums";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"7a1ef94a77f8baa05196999db2347634";"";"";"7a1ef94a77f8baa05196999db2347634";"An Afrobeat Wedding Underscore Horn Section";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"4a6c2cddc52793ce5c8115aa4f64e885";"";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"Fabien GIRARD · Xavier Sibre";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"c8885f3ff79615a37c444fc9f8d1293d";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day 30 sec";"30 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"7085bce0ea2767dc444f61615fab0c47";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day 60 sec";"60 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"21bea385ffb8c53b216f7be184f6c731";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day Stem Bass";"Stem Bass";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"8db98c0ba26f70930c4d0f6c0321263d";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day Stem Drums";"Stem Drums";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"d4aabb6d2e6594e2a3ac425f9c550fb8";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day Stem Guitars";"Stem Guitar";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"0613a2ae695acb017811dab0b8dead2d";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day Stem Keys";"Stem Keys";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"25a314d0dfef292fe409cc22a9b8ab8c";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day Stem Lead Vox";"Stem Lead Vox";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"4ddd7fad41494a6223bb6859dc25406d";"4a6c2cddc52793ce5c8115aa4f64e885";"";"4a6c2cddc52793ce5c8115aa4f64e885";"Yeye It's My Wedding Day Stem Male Voices";"Stem Male Vocals";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"a320e75a9f7c6256053c581a3809be20";"";"";"a320e75a9f7c6256053c581a3809be20";"Yeye It's My Wedding Day Underscore";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"1be33a337fe4c60a55f9ff61fb4da4c7";"";"";"1be33a337fe4c60a55f9ff61fb4da4c7";"Yeye It's My Wedding Day Underscore Drums & Bass";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"d0ae6398cce4ec6f3cb70ce10c6b7894";"";"";"d0ae6398cce4ec6f3cb70ce10c6b7894";"Yeye It's My Wedding Day Underscore Instrumental";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"65b6ec742204860de7377947376c8572";"";"";"65b6ec742204860de7377947376c8572";"Yeye It's My Wedding Day Underscore No Melody";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"348672a4d7d756539bcef96d73db9958";"";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"Fabien GIRARD · Xavier Sibre";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"f897d6ce3e9a6153d46bae84a5df003a";"348672a4d7d756539bcef96d73db9958";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard 30 sec";"30 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"c709887532784cf552d12b000ce6790c";"348672a4d7d756539bcef96d73db9958";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard 60 sec";"60 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"cb537f7be6bd8ba8b41a9709e1bda1e0";"348672a4d7d756539bcef96d73db9958";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard Stem Bass";"Stem Bass";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"a8d6c65fc7d6ae24a322500414f8fdd3";"348672a4d7d756539bcef96d73db9958";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard Stem Drums";"Stem Drums";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"27addeae80bc91af910010fdaa9e49b8";"348672a4d7d756539bcef96d73db9958";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard Stem Piano";"Stem Piano";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"59b895209a131fee67c47cd84ecfdce5";"348672a4d7d756539bcef96d73db9958";"";"348672a4d7d756539bcef96d73db9958";"A Wedding At The Vanguard Stem Saxophone";"Stem Saxophone";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"745b3151c3c701d5181457d69730b14b";"";"";"745b3151c3c701d5181457d69730b14b";"A Wedding At The Vanguard Underscore No Melody";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"a92efa49c121789093cb055304265cfd";"";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March";"Main";"main";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"Fabien GIRARD · Xavier Sibre";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"50e8a539b154b78cc5506137c18ffe34";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March 30 sec";"30 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"aa5a5be72231ce84dcb00babf1075390";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March 60 sec";"60 sec";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"f684c91f7d0525d899e5ba5e3667d931";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March Stem Cymbals Gong";"Stem Cymbals Gong";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"145cd9e0176be6d256597cc98c4417b9";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March Stem Double Bass";"Stem Double Bass";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"3ecf2adc0eb26136354ac34436a004e6";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March Stem Drones";"Stem Drones";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"1b466c5599abd341dc2a2d017ce444ab";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March Stem Erhu Violin";"Stem Erhu Violin";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
"PGO0055";"8b271091f733803b";"The World Wedding March";"8a8f1c9fec62c734de20ac326e13d492";"a92efa49c121789093cb055304265cfd";"";"a92efa49c121789093cb055304265cfd";"Chinese Wedding March Stem Guitar Ukulele";"Stem Guitar Ukulele";"alternate";"Fabien GIRARD · Xavier Sibre";"Fabien Girard · Xavier Sibre";"";"";"preferred-name";"cleanup-required"
