section,name,method,url,body_mode,input_fields,request_example_source,request_json_status,response_top_level_fields
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Create Member Playlist,POST,{HM_ServiceAPI_URL}/addmemberplaylist/{HM_ServiceAPI_MemberToken},raw,"requestaddupdateplaylist, requestaddupdateplaylist.playlistname, requestaddupdateplaylist.playlistdescription, requestaddupdateplaylist.playlisttags, requestaddupdateplaylist.highlighttracks, requestaddupdateplaylist.autosave, requestaddupdateplaylist.autosavelimit, requestaddupdateplaylist.autosaveapplytohighlighttracks, requestaddupdateplaylist.playlistcategoryid, requestaddupdateplaylist.externalplaylistimageurl, requestaddupdateplaylist.orderby",response.originalRequest,valid,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].Tags, Playlists[].CreatedDate, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].ExternalPlaylistImageUrl, Playlists[].OrderBy, Playlists[].HighlightTracks, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Update Member Playlist,POST,{HM_ServiceAPI_URL}/updateplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID},raw,"playlistname, playlistdescription, playlisttags, highlighttracks, autosave, autosavelimit, autosaveapplytohighlighttracks, playlistcategoryid, externalplaylistimageurl, orderby",response.originalRequest,valid,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].Tags, Playlists[].CreatedDate, Playlists[].LastUpdateDate, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].ExternalPlaylistImageUrl, Playlists[].OrderBy, Playlists[].HighlightTracks, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Highlight Member Playlists,POST,{HM_ServiceAPI_URL}/highlightplaylists/{HM_ServiceAPI_MemberToken},raw,"Playlists, HighlightTracks, HighlightReturnTracks",response.originalRequest,valid,"Code, Playlists"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,AutoSave Member Playlists,POST,{HM_ServiceAPI_URL}/autosaveplaylists/{HM_ServiceAPI_MemberToken},raw,"Playlists, AutoSave, AutoSaveLimit, AutoSaveApplyToHighlightTracks, AutoSaveReturnTracks",response.originalRequest,valid,"Code, Playlists"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Get Member Playlist Image Upload URL,POST,{HM_ServiceAPI_URL}/getpresigneduploadurl/{HM_ServiceAPI_MemberToken},raw,"AssetType, FileName, ContentType, ExpiresInSeconds, ObjectID",response.originalRequest,valid,"PresignedUploadUrl, ResourceUrl"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Confirm Member Playlist Image Upload Complete,POST,{HM_ServiceAPI_URL}/confirmpresignedupload/{HM_ServiceAPI_MemberToken},raw,"AssetType, FileName, ObjectID",response.originalRequest,valid,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Remove Member Playlist Image,POST,{HM_ServiceAPI_URL}/removeassignedupload/{HM_ServiceAPI_MemberToken},raw,"AssetType, ObjectID",response.originalRequest,valid,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Get Member Playlists,GET,{HM_ServiceAPI_URL}/getmemberplaylistsnotracks/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit},,,,not-applicable,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].Tags, Playlists[].CreatedDate, Playlists[].LastUpdateDate, Playlists[].TrackCount, Playlists[].Tracks, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].ExternalPlaylistImageUrl, Playlists[].OrderBy, Playlists[].HighlightTracks, Playlists[].Featured, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule, Total"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Get Member Playlists (Include Tracks),GET,{HM_ServiceAPI_URL}/getmemberplaylists/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit},,,,not-applicable,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].Tags, Playlists[].CreatedDate, Playlists[].LastUpdateDate, Playlists[].TrackCount, Playlists[].Tracks, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].ExternalPlaylistImageUrl, Playlists[].OrderBy, Playlists[].HighlightTracks, Playlists[].Featured, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule, Total"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Get Member Playlist,GET,{HM_ServiceAPI_URL}/getmemberplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}?returntracks=true&returnpublishlocations=false,,,,not-applicable,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].Tags, Playlists[].CreatedDate, Playlists[].LastUpdateDate, Playlists[].TrackCount, Playlists[].Tracks, Playlists[].Tracks[].InsertionType, Playlists[].Tracks[].TrackNumber, Playlists[].Tracks[].Time, Playlists[].Tracks[].LengthSeconds, Playlists[].Tracks[].LengthSecondsTrimStart, Playlists[].Tracks[].LengthSecondsTrimEnd, Playlists[].Tracks[].Comment, Playlists[].Tracks[].Composer, Playlists[].Tracks[].Publisher, Playlists[].Tracks[].Name, Playlists[].Tracks[].AlbumID, Playlists[].Tracks[].LibraryID, Playlists[].Tracks[].ID, Playlists[].Tracks[].Keywords, Playlists[].Tracks[].DisplayTitle, Playlists[].Tracks[].Genre, Playlists[].Tracks[].Tempo, Playlists[].Tracks[].Instrumentation, Playlists[].Tracks[].Bpm, Playlists[].Tracks[].Mixout, Playlists[].Tracks[].Frequency, Playlists[].Tracks[].Bitrate, Playlists[].Tracks[].Version, Playlists[].Tracks[].LastUpdated, Playlists[].Tracks[].CDCode, Playlists[].Tracks[].Composers, Playlists[].Tracks[].AlbumName, Playlists[].Tracks[].LibraryName, Playlists[].Tracks[].LibraryFeatured, Playlists[].Tracks[].IsAlternate, Playlists[].Tracks[].AlternateCount, Playlists[].Tracks[].Highlighted, Playlists[].Tracks[].HighlightedInPlaylists, Playlists[].Tracks[].HasLyrics, Playlists[].Tracks[].IsExplicit, Playlists[].Tracks[].Tags, Playlists[].Tracks[].MainTrackID, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].ExternalPlaylistImageUrl, Playlists[].OrderBy, Playlists[].HighlightTracks, Playlists[].MaxOrderID, Playlists[].Featured, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule, Total"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Reorder Member Playlist,GET,{HM_ServiceAPI_URL}/reordermemberplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}?movetoplaylistcategoryid={PlaylistCategoryID}&orderid={OrderID},,,,not-applicable,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Reorder Multiple Member Playlists,POST,{HM_ServiceAPI_URL}/reorderplaylists/{HM_ServiceAPI_MemberToken},raw,playlistids,response.originalRequest,valid,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Remove Member Playlist,GET,{HM_ServiceAPI_URL}/removeplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID},,,,not-applicable,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Archive Member Playlist,GET,{HM_ServiceAPI_URL}/archiveplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID},,,,not-applicable,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Restore Archived Member Playlist,GET,{HM_ServiceAPI_URL}/restorearchiveplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID},,,,not-applicable,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Duplicate Member Playlist,POST,{HM_ServiceAPI_URL}/duplicatememberplaylist/{HM_ServiceAPI_MemberToken},raw,"SourcePlaylistID, DuplicatePlaylistName",response.originalRequest,valid,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].CreatedDate, Playlists[].LastUpdateDate, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].Tags, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].OrderBy, Playlists[].ExternalPlaylistImageUrl, Playlists[].HighlightTracks, Playlists[].MaxOrderID, Playlists[].Featured, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Copy Featured Playlist to Member Playlist,POST,{HM_ServiceAPI_URL}/copytomemberplaylist/{HM_ServiceAPI_MemberToken},raw,"PlaylistID, PlaylistName, CopyTracks",response.originalRequest,valid,"Playlists, Playlists[].Name, Playlists[].ID, Playlists[].Description, Playlists[].CreatedDate, Playlists[].LastUpdateDate, Playlists[].RelatedPlaylists, Playlists[].HasImage, Playlists[].Tags, Playlists[].LanguageItems, Playlists[].AutoSave, Playlists[].Type, Playlists[].OrderBy, Playlists[].HighlightTracks, Playlists[].MaxOrderID, Playlists[].Featured, Playlists[].IsEditable, Playlists[].IsCollaboration, Playlists[].HasCollaborator, Playlists[].CollaboratingDate, Playlists[].IsOwner, Playlists[].IsPublishable, Playlists[].HasPublishMember, Playlists[].LastPublishDate, Playlists[].HasSchedule, Playlists[].IsActiveSchedule, Playlists[].EnableSchedule"
Public API > Member Activity > Playlist Categories & Playlists > Playlists,Publish Member Playlist,POST,{HM_ServiceAPI_URL}/publishmemberplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID},raw,"Name, Status, CopyTracks, Locations, Locations[].Type, Locations[].ID, Locations[].Status, Schedule",response.originalRequest,valid,"Code, Identity"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Search Member Playlist Tracks,POST,{HM_ServiceAPI_URL}/searchmemberplaylisttracks/{HM_ServiceAPI_MemberToken}/{PlaylistID},raw,"Keyword, Fields, ReturnTrackCount, InsertionType, Skip, Limit, OrderBy",response.originalRequest,valid,"Tracks, Tracks[].InsertionType, Tracks[].TrackNumber, Tracks[].Time, Tracks[].LengthSeconds, Tracks[].LengthSecondsTrimStart, Tracks[].LengthSecondsTrimEnd, Tracks[].Comment, Tracks[].Composer, Tracks[].Publisher, Tracks[].Name, Tracks[].AlbumID, Tracks[].LibraryID, Tracks[].ID, Tracks[].Keywords, Tracks[].Lyrics, Tracks[].DisplayTitle, Tracks[].Genre, Tracks[].Tempo, Tracks[].Instrumentation, Tracks[].Bpm, Tracks[].Mixout, Tracks[].Filesize, Tracks[].Frequency, Tracks[].Bitrate, Tracks[].DateIngested, Tracks[].Version, Tracks[].AlternateTracks, Tracks[].RelatedTracks, Tracks[].Categories, Tracks[].ISRC, Tracks[].Status, Tracks[].LastUpdated, Tracks[].CDCode, Tracks[].Composers, Tracks[].AlbumName, Tracks[].LibraryName, Tracks[].LibraryFeatured, Tracks[].Highlighted, Tracks[].HighlightedInPlaylists, Tracks[].HasLyrics, Tracks[].IsExplicit, Tracks[].Tags, Tracks[].IsCached, TotalTracks"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Compare Member Playlist Tracks,POST,{HM_ServiceAPI_URL}/filtermemberplaylisttracks/{HM_ServiceAPI_MemberToken}/{PlaylistID},raw,"Playlists, FilterBy, FilterAction, Skip, Limit, OrderBy",response.originalRequest,valid,"Tracks, Tracks[].InsertionType, Tracks[].LibraryFeatured, Tracks[].Highlighted, Tracks[].EvokeSegments, Tracks[].HighlightedInPlaylists, Tracks[].TrackNumber, Tracks[].Time, Tracks[].LengthSeconds, Tracks[].LengthSecondsTrimStart, Tracks[].LengthSecondsTrimEnd, Tracks[].Comment, Tracks[].Composer, Tracks[].Publisher, Tracks[].Artist, Tracks[].Name, Tracks[].AlbumID, Tracks[].LibraryID, Tracks[].ID, Tracks[].Keywords, Tracks[].Lyrics, Tracks[].DisplayTitle, Tracks[].alternatetitle, Tracks[].Genre, Tracks[].Tempo, Tracks[].Instrumentation, Tracks[].Bpm, Tracks[].Mixout, Tracks[].Frequency, Tracks[].Bitrate, Tracks[].DateIngested, Tracks[].Version, Tracks[].AlternateTracks, Tracks[].RelatedTracks, Tracks[].Categories, Tracks[].Status, Tracks[].CDCode, Tracks[].Composers, Tracks[].AlbumName, Tracks[].LibraryName, Tracks[].FileName, Tracks[].IsAlternate, Tracks[].AlternateCount, Tracks[].Mood, Tracks[].MusicFor, Tracks[].HasLyrics, Tracks[].IsExplicit, Tracks[].Tags, Tracks[].MainTrackID, Tracks[].IsCached, Tracks[].StemCount, Tracks[].Stems, Tracks[].LanguageItems, Tracks[].OrderID, TotalTracks"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Add to Member Playlists,POST,{HM_ServiceAPI_URL}/addtomemberplaylists/{HM_ServiceAPI_MemberToken},raw,"ObjectType, ObjectIDs, AddToPlaylistIDs, ObjectTrimStart, ObjectTrimEnd, AddToAutoSavePlaylists",response.originalRequest,valid,"playlists, playlists[].playlistid, playlists[].playlistname, playlists[].addedtracks, playlists[].addedtracks[].objectid, playlists[].addedtracks[].objecttype, playlists[].addedtracks[].tracks, playlists[].existingtracks"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Add Multiple Tracks to AutoSave Member Playlists,POST,{HM_ServiceAPI_URL}/addtrackstoautosaveplaylists/{HM_ServiceAPI_MemberToken},raw,"track, track[].id",response.originalRequest,valid,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Reorder Multiple Tracks in Member Playlist,POST,{HM_ServiceAPI_URL}/reordermemberplaylisttracks/{HM_ServiceAPI_MemberToken},raw,"FromPlaylistID, ToPlaylistID, TrackIDs, PrecedingTrackID, SucceedingTrackID, OrderID, Copy",response.originalRequest,valid,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Remove Multiple Tracks from Member Playlist,POST,{HM_ServiceAPI_URL}/removeplaylisttracks/{HM_ServiceAPI_MemberToken}/{PlaylistID},raw,"track, track[].id",response.originalRequest,valid,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks,Suggest Member Playlist Tracks,POST,{HM_ServiceAPI_URL}/suggestmemberplaylisttracks/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberPlaylistID},raw,"Skip, Limit, MainOnly, SeedDetermination, SeedLimit, SeedMin",request,valid,"Tracks, Tracks[].LibraryFeatured, Tracks[].Highlighted, Tracks[].EvokeSegments, Tracks[].HighlightedInPlaylists, Tracks[].IsOriginator, Tracks[].HasLyrics, Tracks[].IsExplicit, Tracks[].LibraryType, Tracks[].TrackNumber, Tracks[].LengthSeconds, Tracks[].Comment, Tracks[].Composer, Tracks[].Publisher, Tracks[].Artist, Tracks[].Name, Tracks[].AlbumID, Tracks[].LibraryID, Tracks[].ID, Tracks[].Keywords, Tracks[].DisplayTitle, Tracks[].alternatetitle, Tracks[].Genre, Tracks[].Instrumentation, Tracks[].Bpm, Tracks[].Version, Tracks[].Relations, Tracks[].CDCode, Tracks[].AlbumName, Tracks[].LibraryName, Tracks[].IsAlternate, Tracks[].AlternateCount, Tracks[].RightHolderIDs, Tracks[].RightHolderIDs[].ID, Tracks[].RightHolders, Tracks[].Mood, Tracks[].MusicFor, Tracks[].Tags, Tracks[].MainTrackID, Tracks[].IsCached, Tracks[].Title, Tracks[].AlbumTitle, Tracks[].StemCount, Tracks[].Stems, Tracks[].LanguageItems, Tracks[].TrackRate, Tracks[].TrackRate.Fee, Tracks[].TrackRate.FeeWithTax, Album, Album.LibraryFeatured, Library, Library.Featured"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Shares,Get Member Playlist Shares,GET,{HM_ServiceAPI_URL}/getmemberplaylistshares/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberPlaylistID}?skip={HM_ServiceAPI_Skip}&limit={HM_ServiceAPI_Limit}&sort={HM_ServiceAPI_PlaylistSortOrder},,,,not-applicable,
Public API > Member Activity > Playlist Categories & Playlists > Playlist Shares,Update Member Playlist Share,POST,{HM_ServiceAPI_URL}/updatememberplaylistshare/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_MemberPlaylistShareID},raw,,,empty,
Public API > Member Activity > Playlist Categories & Playlists > Playlist Shares,Remove Member Playlist Share,GET,{HM_ServiceAPI_URL}/removememberplaylistshare/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_MemberPlaylistShareID}?giveShareCopy={giveShareCopy},,,,not-applicable,
Public API > Member Activity > Playlist Categories & Playlists > Playlist Search History,Get Member Playlist Search History,GET,{HM_ServiceAPI_URL}/getmemberplaylistsearches/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberPlaylistID}?skip={HM_ServiceAPI_Skip}&limit={HM_ServiceAPI_Limit}&sort={HM_ServiceAPI_PlaylistSortOrder},,,,not-applicable,"ProjectSearches, ProjectSearches[].ID, ProjectSearches[].CreatedDate, ProjectSearches[].SearchParameters, ProjectSearches[].SearchParameters.searchtype, ProjectSearches[].SearchParameters.includeinactive, ProjectSearches[].SearchParameters.mainonly, ProjectSearches[].SearchParameters.alternateonly, ProjectSearches[].SearchParameters.parentsearchhistoryid, ProjectSearches[].SearchParameters.resultview, ProjectSearches[].SearchParameters.resultview.view, ProjectSearches[].SearchParameters.resultview.sort_predefined, ProjectSearches[].SearchParameters.resultview.skip, ProjectSearches[].SearchParameters.resultview.limit, ProjectSearches[].SearchParameters.resultview.saved, ProjectSearches[].SearchParameters.resultview.mincount, ProjectSearches[].SearchParameters.resultview.returntrackcategoryid, ProjectSearches[].SearchParameters.resultview.facet_album, ProjectSearches[].SearchParameters.resultview.facet_albumskip, ProjectSearches[].SearchParameters.resultview.facet_albumlimit, ProjectSearches[].SearchParameters.resultview.facet_library, ProjectSearches[].SearchParameters.resultview.facet_libraryskip, ProjectSearches[].SearchParameters.resultview.facet_librarylimit, ProjectSearches[].SearchParameters.resultview.facet_style, ProjectSearches[].SearchParameters.resultview.facet_styleskip, ProjectSearches[].SearchParameters.resultview.facet_stylelimit, ProjectSearches[].SearchParameters.resultview.facet_category, ProjectSearches[].SearchParameters.resultview.facet_categoryskip, ProjectSearches[].SearchParameters.resultview.facet_categorylimit, ProjectSearches[].SearchParameters.resultview.facet_composer, ProjectSearches[].SearchParameters.resultview.facet_composerskip, ProjectSearches[].SearchParameters.resultview.facet_composerlimit, ProjectSearches[].SearchParameters.resultview.bpm_range, ProjectSearches[].SearchParameters.resultview.duration_range, ProjectSearches[].SearchParameters.resultview.include_alternates, ProjectSearches[].SearchParameters.resultview.include_rightholders, ProjectSearches[].SearchParameters.resultview.include_lyrics, ProjectSearches[].SearchParameters.resultview.include_keywords, ProjectSearches[].SearchParameters.resultview.tracks_per_album, ProjectSearches[].SearchParameters.resultview.facet_bpm, ProjectSearches[].SearchParameters.resultview.facet_duration, ProjectSearches[].SearchParameters.resultview.facet_releaseyear, ProjectSearches[].SearchParameters.resultview.view_style_album_count, ProjectSearches[].SearchParameters.resultview.view_style_playlist_count, ProjectSearches[].SearchParameters.resultview.view_track_categories, ProjectSearches[].SearchParameters.resultview.evoke_prioritizebpm, ProjectSearches[].SearchParameters.resultview.evoke_suppressvocals, ProjectSearches[].SearchParameters.resultview.view_album_assigned_to_style, ProjectSearches[].SearchParameters.resultview.view_playlist_assigned_to_style, ProjectSearches[].SearchParameters.resultview.returnrates, ProjectSearches[].SearchParameters.nearestduration, ProjectSearches[].SearchParameters.nearestbpm, ProjectSearches[].SearchParameters.nearestalternate, ProjectSearches[].SearchParameters.LibraryType, ProjectSearches[].SearchParameters.PreviousSearchTermBundles, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].SearchHistoryID, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.searchtermid, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.Keywords, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.exactphrase, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.oroperation, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.wildcard, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.disablekeywordgroup, ProjectSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.negative, TotalCount"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule,Get Member Playlist Schedule,GET,{HM_ServiceAPI_URL}/getmemberplaylistschedule/{HM_ServiceAPI_MemberToken}/33da591b784f4330,,,,not-applicable,"PlaylistSchedule, PlaylistSchedule.ID, PlaylistSchedule.ProjectID, PlaylistSchedule.SearchHistoryID, PlaylistSchedule.Name, PlaylistSchedule.Description, PlaylistSchedule.Status, PlaylistSchedule.RefreshType, PlaylistSchedule.GenerateType, PlaylistSchedule.GenerateCleanType, PlaylistSchedule.IntervalType, PlaylistSchedule.IntervalValue, PlaylistSchedule.IntervalStartDate, PlaylistSchedule.IntervalEndDate, PlaylistSchedule.IntervalNextDate, PlaylistSchedule.ContentCount, PlaylistSchedule.AttemptCount"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule,Update Member Playlist Schedule,POST,{HM_ServiceAPI_URL}/updatememberplaylistschedule/{HM_ServiceAPI_MemberToken}/699cd3bbe22ff336,raw,"Name, Description, Status, SearchHistoryID, RefreshType, GenerateType, GenerateCleanType, IntervalType, IntervalValue, IntervalStartDate, IntervalEndDate, TrackCount",response.originalRequest,valid,"PlaylistSchedule, PlaylistSchedule.ID, PlaylistSchedule.ProjectID, PlaylistSchedule.SearchHistoryID, PlaylistSchedule.Name, PlaylistSchedule.Description, PlaylistSchedule.Status, PlaylistSchedule.LastUpdateDate, PlaylistSchedule.RefreshType, PlaylistSchedule.GenerateType, PlaylistSchedule.GenerateCleanType, PlaylistSchedule.IntervalType, PlaylistSchedule.IntervalValue, PlaylistSchedule.IntervalStartDate, PlaylistSchedule.IntervalEndDate, PlaylistSchedule.IntervalNextDate, PlaylistSchedule.ContentCount, PlaylistSchedule.AttemptCount"
Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule,Remove Member Playlist Schedule,GET,{HM_ServiceAPI_URL}/deletememberplaylistschedule/{HM_ServiceAPI_MemberToken}/33da591b784f4330,,,,not-applicable,Code
Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule,Get Member Playlist Schedule Runs,GET,{HM_ServiceAPI_URL}/getmemberplaylistschedulerun/{HM_ServiceAPI_MemberToken}/{PlaylistID}?skip={HM_ServiceAPI_Skip}&limit={HM_ServiceAPI_Limit},,,,not-applicable,"PlaylistScheduleRun, PlaylistScheduleRun[].ID, PlaylistScheduleRun[].ProjectScheduleID, PlaylistScheduleRun[].StartDate, PlaylistScheduleRun[].EndDate, PlaylistScheduleRun[].Result, PlaylistScheduleRun[].ResultComment, PlaylistScheduleRun[].RunType, PlaylistScheduleRun[].RefreshType, PlaylistScheduleRun[].GenerateType, PlaylistScheduleRun[].GenerateCleanType, PlaylistScheduleRun[].ContentCount"
Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco,Implementation Guide,INFO:,,,,,not-applicable,
Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco,Send Member Playlist To Disco,GET,{HM_ServiceAPI_URL}/sendtodisco/{HM_ServiceAPI_MemberToken}/{PlaylistID}?fileformatid={FileFormatID},raw,,,empty,"token, url"
Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco,Share Member Playlist to Disco,POST,{HM_IntegrationAPI_URL}/sharetodisco/{HM_ServiceAPI_MemberToken},raw,"PlaylistID, FileFormatID, RecipientInboxURL, Note",request,valid,"ActivityID, Status"
Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco,Get Member Playlist Disco Send History,POST,{HM_ServiceAPI_URL}/getexternalsharestatushistory/{HM_ServiceAPI_MemberToken},raw,,request,invalid,"AccountServiceActivities, AccountServiceActivities[].ID, AccountServiceActivities[].Type, AccountServiceActivities[].Style, AccountServiceActivities[].DateAdded, AccountServiceActivities[].RelationType, AccountServiceActivities[].RelationID, AccountServiceActivities[].Message, AccountServiceActivities[].MessageDetail, AccountServiceActivities[].LastUpdateDate, AccountServiceActivities[].Status, AccountServiceActivities[].ErrorMessage"
Public API > Member Activity > Downloads,Implementation Guide Download Formats,INFO:,,,,,not-applicable,
Public API > Member Activity > Downloads,Implementation Guide - Stems,INFO:,,,,,not-applicable,
Public API > Member Activity > Downloads,Validate Music Download,POST,{HM_ServiceAPI_URL}/validatemusicdownloadrequest/{HM_ServiceAPI_MemberToken},raw,"Identifier, ContentIDs, DownloadType, Format, TrimEndSecs, TrimStartSecs, IncludeVersionCheck",response.originalRequest,valid,"ValidateMusicDownloads, ValidateMusicDownloads.ValidateMusicDownloadList, ValidateMusicDownloads.ValidateMusicDownloadList[].Format, ValidateMusicDownloads.ValidateMusicDownloadList[].IncludeVersions, ValidateMusicDownloads.ValidateMusicDownloadList[].DownloadAllowed, ValidateMusicDownloads.ValidateMusicDownloadList[].DirectDownloadAllowed, MaxDownloads, BlockedContentIDs"
Public API > Member Activity > Downloads,Get Music Download,POST,{HM_ServiceAPI_URL}/getmusicdownload/{HM_ServiceAPI_MemberToken},raw,"Identifier, DownloadType, Format, TrimStartSecs, TrimEndSecs, Email, IsShare, Message, SenderEmail, ForceEmail, IncludeVersions, VersionFolderName, DownloadFileName, CuesheetFileName, IncludeCuesheetFile",response.originalRequest,valid,"RequestSent, DownloadTokens, DownloadTokens[].TokenValue, BlockedContentIDs"
Public API > Member Activity > Downloads,Get Music Download Info,POST,{HM_ServiceAPI_URL}/getmusicdownloadinfo/{HM_ServiceAPI_Token},raw,"Skip, Limit, DownloadID, DownloadGroupID",response.originalRequest,valid,"Downloads, Downloads[].Name, Downloads[].Part, Downloads[].URL, Downloads[].Status, DownloadingObject, DownloadingObject.ID, DownloadingObject.Name, DownloadingObject.Type, TotalDownloads"
